Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,Projection
TE,Alize Mack (28793475),Alize Mack,28793475,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0
TE,J.P. Holtz (29001074),J.P. Holtz,29001074,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0
TE,Cameron Latu (28793439),Cameron Latu,28793439,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0
TE,Charlie Woerner (28793441),Charlie Woerner,28793441,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0
TE,Ross Dwelley (28793443),Ross Dwelley,28793443,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0.7
TE,Brayden Willis (28793445),Brayden Willis,28793445,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0
TE,Troy Fumagalli (28793447),Troy Fumagalli,28793447,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0
TE,Darnell Washington (28793449),Darnell Washington,28793449,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,2.8
TE,Connor Heyward (28793453),Connor Heyward,28793453,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,0
TE,Rodney Williams II (28793455),Rodney Williams II,28793455,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,0
TE,John Bates (28793417),John Bates,28793417,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,2
TE,Cole Turner (28793419),Cole Turner,28793419,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,2
TE,Curtis Hodges (28793421),Curtis Hodges,28793421,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
TE,Brandon Dillon (28793423),Brandon Dillon,28793423,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
TE,Armani Rogers (28793425),Armani Rogers,28793425,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
TE,Noah Togiai (28793427),Noah Togiai,28793427,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Geoff Swaim (28793429),Geoff Swaim,28793429,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Bernhard Seikovits (28793431),Bernhard Seikovits,28793431,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Blake Whiteheart (28793433),Blake Whiteheart,28793433,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Joel Honigford (28793435),Joel Honigford,28793435,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Jack Coco (28793437),Jack Coco,28793437,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
TE,Kaden Smith (28793519),Kaden Smith,28793519,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
DST,Cardinals  (28793596),Cardinals,28793596,DST,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,5.1
TE,Josiah Deguara (28793399),Josiah Deguara,28793399,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,2.3
TE,Tucker Kraft (28793401),Tucker Kraft,28793401,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,2.4
TE,Tyler Davis (28793403),Tyler Davis,28793403,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0
TE,Austin Allen (28793405),Austin Allen,28793405,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0
TE,Jake Tonges (28793409),Jake Tonges,28793409,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Chase Allen (28793411),Chase Allen,28793411,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Stephen Carlson (28793413),Stephen Carlson,28793413,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Patrick Scales (28793415),Patrick Scales,28793415,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Ben Sims (28793495),Ben Sims,28793495,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0
TE,Marcedes Lewis (29001068),Marcedes Lewis,29001068,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Jared Pinkney (29001070),Jared Pinkney,29001070,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,Lachlan Pitts (29001072),Lachlan Pitts,29001072,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0
TE,O.J. Howard (28793381),O.J. Howard,28793381,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0
TE,Jesper Horsted (28793383),Jesper Horsted,28793383,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0
TE,Cole Fotheringham (28793385),Cole Fotheringham,28793385,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0
TE,John Samuel Shenker (28793387),John Samuel Shenker,28793387,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0
TE,Adam Trautman (28793389),Adam Trautman,28793389,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,2.7
TE,Chris Manhertz (28793391),Chris Manhertz,28793391,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Nate Adkins (28793395),Nate Adkins,28793395,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Mitchell Fraboni (28793397),Mitchell Fraboni,28793397,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Jacob Hollister (29001066),Jacob Hollister,29001066,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0
TE,Tre' McKitty (28793363),Tre' McKitty,28793363,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0.8
TE,Stone Smartt (28793365),Stone Smartt,28793365,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
TE,Hunter Kampmoyer (28793367),Hunter Kampmoyer,28793367,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
TE,Michael Ezeike (28793369),Michael Ezeike,28793369,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
TE,Tyler Kroft (28793371),Tyler Kroft,28793371,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,2.5
TE,Eric Saubert (28793373),Eric Saubert,28793373,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
TE,Elijah Higgins (28793375),Elijah Higgins,28793375,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
TE,Tanner Conner (28793377),Tanner Conner,28793377,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
TE,Julian Hill (28793379),Julian Hill,28793379,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
DST,Dolphins  (28793595),Dolphins,28793595,DST,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,5
TE,Jack Stoll (28793347),Jack Stoll,28793347,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0.6
TE,Grant Calcaterra (28793349),Grant Calcaterra,28793349,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0
TE,Tyree Jackson (28793351),Tyree Jackson,28793351,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0
TE,Brady Russell (28793353),Brady Russell,28793353,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0
TE,Anthony Firkser (28793355),Anthony Firkser,28793355,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0
TE,Matt Sokol (28793357),Matt Sokol,28793357,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0
TE,Scotty Washington (28793359),Scotty Washington,28793359,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0
TE,Johnny Lumpkin (28793361),Johnny Lumpkin,28793361,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0
TE,Colby Parkinson (28793331),Colby Parkinson,28793331,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.8
TE,Tyler Mabry (28793333),Tyler Mabry,28793333,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
TE,Noah Gindorff (28793335),Noah Gindorff,28793335,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
TE,Griffin Hebert (28793337),Griffin Hebert,28793337,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
TE,Hunter Long (28793339),Hunter Long,28793339,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
TE,Davis Allen (28793341),Davis Allen,28793341,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0.3
TE,Christian Sims (28793343),Christian Sims,28793343,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
TE,Nikola Kalinic (28793345),Nikola Kalinic,28793345,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
TE,Camren McDonald (28793407),Camren McDonald,28793407,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0
DST,Colts  (28793597),Colts,28793597,DST,2400,JAX@IND 09/10/2023 01:00PM ET,IND,4.3
DST,Raiders  (28793598),Raiders,28793598,DST,2300,LV@DEN 09/10/2023 04:25PM ET,LV,5.9
DST,Buccaneers  (28793599),Buccaneers,28793599,DST,2200,TB@MIN 09/10/2023 01:00PM ET,TB,4.7
DST,Texans  (28793600),Texans,28793600,DST,2100,HOU@BAL 09/10/2023 01:00PM ET,HOU,4.4
